BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Cluster,PCA1,PCA2
2,8500,650,8 out of 8,Carpet Area,Attibele,Bangalore,Furnished,Family,2,Contact Owner,2,-0.4954599518764221,-0.25574067045086196
3,32000,1768,8 out of 13,Super Area,Yelahanka,Bangalore,Semi-Furnished,Family,3,Contact Agent,1,1.914048737205192,-0.9132350262510955
3,42000,1600,3 out of 5,Carpet Area,"Hrbr Layout Block 2, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,3,Contact Agent,1,1.8623346528121565,-0.6412415587884762
1,7500,400,2 out of 4,Super Area,C V Raman Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9676923320405326,0.37026581780026624
2,16000,1200,1 out of 4,Super Area,Kengeri,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.03738843923493255,-0.40085300362102366
1,5000,500,2 out of 4,Super Area,Rayasandra,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9057182941441144,0.27231444626228396
2,14000,700,1 out of 2,Super Area,C V Raman Nagar,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.4034874984295251,-0.1796840541281355
4,60000,2500,1 out of 2,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,4,Contact Owner,1,4.0378080122039295,-1.2880321035846949
1,8500,500,2 out of 4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8740962169966464,0.33714601030984126
1,10000,500,Ground out of 3,Carpet Area,snv la,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8605438982191602,0.36493096633022293
1,8500,500,1 out of 2,Super Area,"Rmv Extension, Armane Nagar",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,0,-1.8740962169966464,0.33714601030984126
2,15000,1280,Ground out of 5,Carpet Area,"Ittamadu, Banashankari, Outer Ring Road",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.09600254873705788,-0.46069079683782177
2,9500,200,Ground out of 2,Carpet Area,Kengeri Upanagara,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.487703374492689,0.09584541694702844
2,25000,750,4 out of 5,Carpet Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent,2,-0.2618232094651784,-0.001749265730676145
2,14000,900,2 out of 3,Super Area,K R Puram,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.23436502671173465,-0.282970277136161
3,20000,1200,Ground out of 2,Super Area,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.704569626870548,-0.7415130194551114
1,10000,800,1 out of 1,Super Area,Ramamurthy Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.6068601906424747,0.21000163181818465
2,10000,500,2 out of 4,Carpet Area,"Aecs Layout-Singasandra, Singasandra, Hosur Road",Bangalore,Unfurnished,Bachelors,1,Contact Owner,0,-1.2295022273235081,-0.049822265558216006
2,13000,1000,Ground out of 3,Super Area,"Jayanti Nagar, Hormavu",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.15883867003783028,-0.3531366926537616
2,13000,850,Lower Basement out of 2,Carpet Area,Sun City Layout,Bangalore,Semi-Furnished,Family,2,Contact Owner,2,-0.28568052382617304,-0.2756720253977424
2,24000,900,2 out of 5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,-0.1440162348618264,-0.09773723700028308
1,10000,600,3 out of 4,Super Area,"State Bank Of India Colony, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.775982662360265,0.31328785482621013
1,8000,600,2 out of 4,Super Area,Mahadevapura,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.7940524207302468,0.2762412467990345
1,6000,600,1 out of 4,Super Area,Begur,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.8121221791002284,0.23919463877185893
3,21000,1250,Ground out of 1,Super Area,Margondanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.7558851239849864,-0.74881127119353
3,25000,2000,1 out of 1,Super Area,Horamavu,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2.0469866501028933,-1.1627101730355198
2,8500,532,1 out of 2,Carpet Area,Tannery Road,Bangalore,Unfurnished,Bachelors,1,Contact Owner,0,-1.2159949506261478,-0.09413301725988177
2,13000,1000,1 out of 4,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.15883867003783028,-0.3531366926537616
1,5000,150,2 out of 3,Super Area,Rajarajeshwari Nagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.2016826196502475,0.45306533652632863
1,7500,500,1 out of 4,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8831310961816374,0.31862270629625344
1,13900,600,1 out of 4,Carpet Area,"Nallurhalli, Whitefield, Borewell Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.7407466335388009,0.38552874047920255
2,15000,1100,3 out of 3,Carpet Area,Uttarahalli,Bangalore,Furnished,Bachelors,2,Contact Owner,2,-0.05620767580895344,-0.3677331961305988
3,30000,1500,4 out of 4,Carpet Area,"Panduranga Nagar, bannerghatta main Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.6693548667333713,-0.811878095447517
2,13000,500,2 out of 5,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,0,-1.2023975897685357,0.005747646482547378
1,7700,600,1 out of 2,Carpet Area,Sir M V Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.796762884485744,0.2706842555949582
2,25000,1200,5 out of 12,Super Area,Yelahanka,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,2,-0.5020503885363795,-0.13347448588248836
2,17000,1100,1 out of 4,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.03813791743897178,-0.33068658810342316
3,39000,1550,1 out of 13,Carpet Area,Hennur Main Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,1.7929493973277362,-0.670989915077233
2,18000,1050,1 out of 3,Carpet Area,Varthur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.07138365618342857,-0.286341728337829
1,15000,500,1 out of 2,Super Area,Shanti Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8153695022942062,0.4575474863981619
2,28000,1500,1 out of 4,Super Area,Shivaji Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.3994906970315081,-0.3335026899700084
2,17500,1150,3 out of 4,Carpet Area,"Vijaya Bank Colony -Bilekahalli, Bilekahalli",Bangalore,Semi-Furnished,Family,2,Contact Agent,2,0.008660140082971234,-0.34724649184863565
4,75000,2000,Ground out of 2,Super Area,Hsr Layout,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,1,3.1297722802480865,-0.6512982042445689
2,14000,110,1 out of 2,Carpet Area,RT Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.5231515304332361,0.22567908536178505
1,9000,500,3 out of 4,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.869578777404151,0.3464076623166351
3,20000,1465,2 out of 4,Super Area,Sunkadakatte,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.5494096423328498,-0.9790360465569904
2,12000,940,2 out of 5,Carpet Area,"Attur Layout, Yelahanka New Town",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.21861029073815824,-0.3406741297649417
2,12000,850,Ground out of 4,Super Area,Basaveshwar Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.9154681434473934,-0.19352654779508507
2,24000,990,14 out of 30,Carpet Area,Tumkur Road,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.06791112258882075,-0.14421603735389457
2,12000,750,Ground out of 3,Super Area,BBMP convertion layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.37927663887005914,-0.2425522179073175
1,10000,500,2 out of 3,Super Area,Garvebhavi Palya,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8605438982191602,0.36493096633022293
3,24000,1430,2 out of 3,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,0.9351999860859702,-0.7861989598599897
1,9000,600,3 out of 4,Carpet Area,"Chelekare, Kalyan Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Family,1,Contact Owner,0,-1.7850175415452558,0.2947645508126223
2,12000,900,1 out of 2,Carpet Area,"Jeevanhalli, Cox Town",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.8731875255179458,-0.21934810354709147
2,11000,1100,Ground out of 2,Super Area,Konanakunte,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.09234719254891671,-0.44182641218494995
2,15000,900,1 out of 3,Carpet Area,"Venkatpura, HSR Layout",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.8460828879629733,-0.16377819150632808
1,5500,600,2 out of 3,Super Area,Byatarayanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8166396186927238,0.229932986765065
2,18000,1000,Ground out of 4,Carpet Area,Kudlu Gate,Bangalore,Semi-Furnished,Family,2,Contact Owner,2,-0.11366427411287618,-0.2605201725858226
2,42000,1150,2 out of 4,Carpet Area,Koramangala,Bangalore,Furnished,Bachelors,2,Contact Agent,2,0.23001468011524642,0.10657445648426535
2,18000,1250,1 out of 4,Super Area,"Devarachikannahalli, Begur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.09773881553436181,-0.3896279513458545
2,15000,1000,1 out of 4,Super Area,"Jp Nagar Phase 7, J P Nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.14076891166784863,-0.316090084626586
1,6000,500,2 out of 3,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8966834149591236,0.2908377502758717
3,30000,2000,1 out of 1,Super Area,"Jp Nagar Phase 6, J P Nagar, Outer Ring Road",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,2.0921610460278472,-1.0700936529675809
2,12000,850,Ground out of 2,Super Area,Choodasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.2947154030111639,-0.2941953294113302
2,10000,990,Ground out of 2,Carpet Area,"Hbr Layout Block 2, HBR Layout",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.19439943117869227,-0.40354229354412363
2,9500,850,1 out of 2,Carpet Area,Raghavendra Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,0,-0.9380553414098705,-0.23983480782905456
2,16000,1000,4 out of 5,Super Area,"Kaggadasapura, Indira nagar",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.1317340324828578,-0.2975667806129982
2,9500,650,4 out of 5,Super Area,Nagvarpalya Main Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.4864250726914313,-0.23721736643727423
1,6500,400,2 out of 2,Carpet Area,whitefield,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9767272112255234,0.3517425137866785
2,13500,1000,2 out of 2,Carpet Area,Mylasandra,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.15432123044533486,-0.34387504064696767
2,25000,1350,12 out of 13,Super Area,Doddaballapur Road,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.24554420568819285,-0.3116079347547527
2,9500,600,2 out of 3,Super Area,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.5287056906208789,-0.21139581068526783
4,190000,4000,Ground out of 2,Super Area,Koramangala,Bangalore,Furnished,Bachelors/Family,5,Contact Owner,3,7.101513584572394,0.24468196400528178
2,90000,950,4 out of 5,Carpet Area,Aarna Enclave,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,0.49456640927701545,1.0989792721445049
2,24000,777,4 out of 8,Carpet Area,Yelahanka,Bangalore,Semi-Furnished,Family,2,Contact Agent,2,-0.24802655496826753,-0.03421620985034738
3,15000,1200,2 out of 4,Carpet Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.6593952309455939,-0.8341295395230504
2,22000,1600,Ground out of 2,Super Area,Kodigehalli,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,1,1.0505953982166878,-0.5969544071717933
3,34000,1500,14 out of 20,Carpet Area,Yeshwantpur,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,1.7054943834733347,-0.7377848793931657
2,12500,570,1 out of 3,Super Area,Btm Layout Stage 4,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.526969423823575,-0.14033296519330063
3,28000,1800,18 out of 19,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.9049688159400753,-1.003854037986731
2,12000,1100,1 out of 3,Super Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,-0.7040650538001554,-0.322634326555117
1,8000,400,Ground out of 2,Super Area,"Lingarajapuram, Lingarajapuram, Hennur Main Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.9631748924480372,0.3795274698070601
1,7500,750,1 out of 1,Carpet Area,Bettadasanapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.6717280065343993,0.18951492753622157
2,34000,1400,5 out of 5,Carpet Area,HRBR Layout Block 1,Bangalore,Furnished,Bachelors,2,Contact Agent,2,0.36913873628255783,-0.17071975438446896
3,32000,1789,8 out of 13,Super Area,Yelahanka,Bangalore,Semi-Furnished,Family,3,Contact Agent,1,1.93180659673556,-0.9240800796669382
2,14500,650,1 out of 2,Carpet Area,"Maruthi Nagar-Kaggadasapura, Kaggadasapura",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.0620034172027066,-0.04393206475309004
2,16000,1200,2 out of 4,Super Area,Hulimavu,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,0.03738843923493255,-0.40085300362102366
1,7500,460,3 out of 4,Super Area,Singahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9169555905251954,0.33927995089785856
2,7500,500,1 out of 2,Carpet Area,"Kammagondahalli, Jalahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.2520894252859853,-0.0961305255921855
2,19500,1080,Ground out of 2,Carpet Area,Bda Layout -Lingarajapuram,Bangalore,Semi-Furnished,Family,2,Contact Owner,2,-0.032462966648273764,-0.2740497057686511
3,75000,2000,1 out of 5,Carpet Area,Dhobi Ghat- Rajajinagar,Bangalore,Furnished,Bachelors,2,Contact Agent,1,1.8779778689162048,-0.13587619073988494
2,16500,1100,2 out of 3,Super Area,Hbr Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.04265535703146719,-0.33994824011021707
2,14500,1025,8 out of 9,Super Area,Chandapura,Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,-0.12414604229562025,-0.33826251450938305
2,16000,650,Ground out of 3,Carpet Area,"Aradhana Layout, Arakere",Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.4276983579889909,-0.11681589034895352
2,8000,800,1 out of 3,Super Area,Mahadevapura,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-0.9938882781168042,-0.2417982080974299
3,280000,2800,6 out of 30,Carpet Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,3,5.027370729146715,3.147587458397265
2,21000,1100,3 out of 4,Carpet Area,Hennur Main Road,Bangalore,Furnished,Bachelors,2,Contact Agent,2,-0.001998400699008487,-0.25659337204907195
3,30000,1300,2 out of 4,Carpet Area,Maruthi Sevanagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,1.5002323950155807,-0.7085918724394914
3,65000,2000,3 out of 6,Super Area,Frazer Town,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,2.408381817502526,-0.421778012492008
3,180000,2500,4 out of 8,Carpet Area,Mahatma Gandhi Road,Bangalore,Unfurnished,Bachelors,3,Contact Agent,3,3.8701991030709464,1.4501863915505244
2,10000,600,2 out of 4,Super Area,Hommadevanahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.5241882510283835,-0.2021341586784739
2,12000,630,3 out of 5,Super Area,Whitefield,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2,-0.4807501219007333,-0.1805804841025022
2,9000,550,Ground out of 2,Super Area,Hosakerehalli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,2,-0.5755037481428219,-0.19483590694005534
2,22000,1025,3 out of 3,Super Area,Basaveshvara Nagar,Bangalore,Semi-Furnished,Family,2,Contact Owner,2,-0.05638444840818907,-0.19933773440747463
1,10000,500,1 out of 4,Carpet Area,Kadugodi Pattalamma Layout,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,0,-1.8605438982191602,0.36493096633022293
3,48000,1286,8 out of 16,Carpet Area,Hebbal,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,1,1.6510216473251702,-0.36794236458434926
1,11000,800,Ground out of 4,Super Area,Adugodi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.5978253114574839,0.22852493583177244
2,11000,900,1 out of 3,Super Area,"Singasandra, Hosur Road",Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.2614696642667071,-0.3385401891769244
3,40000,1618,2 out of 4,Super Area,Yelahanka New Town,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.8594859168967757,-0.687583926886374
1,10000,500,2 out of 5,Super Area,Marathahalli-Sarjapur Outer Ring Road,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.8605438982191602,0.36493096633022293
1,6500,450,Ground out of 2,Carpet Area,Garden City University,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9344465932960757,0.3259209580346721
2,18000,850,3 out of 4,Super Area,Padmanabha Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.24050612790121897,-0.18305550532980347
3,22000,1374,Ground out of 16,Super Area,Kanakapura Road,Bangalore,Semi-Furnished,Family,2,Contact Agent,1,0.8697759356350072,-0.794325425444918
3,28000,1600,2 out of 4,Super Area,Banaswadi,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,1,1.735846344222285,-0.9005678149787053
1,6200,400,2 out of 3,Super Area,Nagarbhavi,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.9794376749810205,0.34618552258260205
3,110000,1500,6 out of 16,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,1,2.392145201532637,0.6699862256395066
2,5500,800,1 out of 4,Super Area,Kengeri Hobli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-1.0164754760792813,-0.2881064681313994
3,50000,1580,3 out of 3,Carpet Area,Koramangala 8Th Block,Bangalore,Unfurnished,Bachelors,3,Contact Agent,1,1.917701439120304,-0.48272650437897124
2,12000,700,Ground out of 2,Carpet Area,Agrahara Layout,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.0423099972357361,-0.11606188053906594
2,11500,700,Ground out of 2,Super Area,Sadashiva Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.0468274368282315,-0.12532353254585982
1,16000,550,1 out of 7,Carpet Area,"Doddanekundi, Kartik Nagar",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.7640540051797677,0.4502492346597433
1,11000,450,4 out of 4,Carpet Area,Krishna Reddy Layout -Domlur,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.893789636963617,0.40927582609581714
4,150000,4550,3 out of 5,Super Area,"Jakkur Plantation, Jakkuru, Bellary Road",Bangalore,Semi-Furnished,Family,5,Contact Agent,3,7.205205214396685,-0.7802873098102997
1,9000,400,1 out of 1,Super Area,"Laxminarayana Layout, Munnekollal",Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,0,-1.9541400132630462,0.3980507738206479
1,6000,650,Ground out of 3,Super Area,Jnana Ganga Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,0,-1.7698415611707807,0.21337308301985253
2,12000,700,1 out of 4,Super Area,Bagalur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,-0.42155725679950673,-0.21673066215531112
2,16000,1333,2 out of 4,Super Area,"Ms Palya, Vidyaranyapura",Bangalore,Unfurnished,Bachelors,2,Contact Owner,2,0.14985488292726323,-0.4695383419213607
3,35000,1500,1 out of 4,Carpet Area,Vasanth Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,1,1.093776522222096,-0.6185927937633329
1,9000,425,2 out of 5,Carpet Area,"Murugeshpalya, Airport Road",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,0,-1.9329997042983225,0.38513999594464476
1,8000,300,Ground out of 3,Super Area,Airport Road,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,0,-2.047736128306932,0.4311705813110729
